"","X","respondent_id","collector_id","start_date","end_date","prolific_id","allocated_wild_300","allocated_uk_300","allocated_develop_300","treatment","letter","sympath_1","sympath_2","donation","donation_explain","allocation_100","behavioural_1","behavioural_2","behavioural_3","behavioural_4","behavioural_5","sufficiency_1","sufficiency_2","sufficiency_3","social_norm_1","social_norm_2","social_norm_donation","efficacy","ego_1","ego_2","finance_secure_1","finance_secure_2","finance_secure_3","finance_secure_4","experience_1","experience_2","experience_3","climate_change_1","climate_change_2","climate_change_3","flood_1","flood_2","flood_3","connect_1","connect_2","connect_3","connect_4","connect_5","connect_6","gender","age","ethnicity","other_ethn","education","postcode","MD_index","nudge","message_framing"
"266",274,11527320928,257594245,"04/22/2020 02:27:16 PM","04/22/2020 02:36:26 PM","59e91d78d4ab970001389c67",0.416666666666667,0.416666666666667,0.166666666666667,"es-local_nudge","D",12,20,0,"I already support several charities and simply cannot afford to help another one",0.1,15,2,12,18,2,12,"I heard about something similar on the radio recently: it was about carbon footprint offsetting money being used to restore African forests","None",10,4,0,10,6,6,0,8,0,10,20,20,20,2,2,2,4,0,0,5,6,6,5,6,5,"Male",69.5,"White or Caucasian","0","Undergraduate degree","NP7 6LZ",4,"present","es-local"
"267",275,11527320896,257594245,"04/22/2020 02:26:43 PM","04/22/2020 02:41:46 PM","5e1a6afc388ec92e8386ad9a",1,0,0,"biodiversity","A",13,20,10,"i donated because i care about animals, and we need to try and save as many species as we can whilst we still have them.",0.1,10,13,0,20,15,12,"none","how many of the species are left in the wild, and an actual location where this is happening",18,9,0,12,10,16,0,5,0,8,4,19,11,9,10,2,0,0,0,7,4,6,7,5,6,"Male",49.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","S43 3PD",1,"absent","biodiversity"
"268",276,11527320771,257594245,"04/22/2020 02:27:43 PM","04/22/2020 02:33:34 PM","5d32d0de4e8363001535f3a2",0.5,0.5,0,"es-local","C",14,14,15,"Its worthwhile for several reasons",0,17,10,10,20,10,14,"none","none",19,10,5,12,8,10,0,0,0,0,0,17,10,0,0,5,0,0,0,6,7,7,7,7,7,"Female",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","PL19 0QR",4,"absent","es-local"
"269",277,11527320705,257594245,"04/22/2020 02:27:07 PM","04/22/2020 02:36:35 PM","598c4b28cceb0f0001b39675",0.133333333333333,0.2,0.666666666666667,"biodiversity_nudge","B",14,20,200,"I think trying to protect the rainforests is a very important issue for the whole planet, as they help to mitigate the effects of climate change",1,17,13,10,17,5,12,"Only to the extent that I know rainforests are important in terms of biodiversity and as carbon sinks.","Maybe just a bit more detail about how the charity is working to restore the rainforest.",15,17,50,14,4,2,2,15,1,14,1,19,17,0,0,0,0,0,0,4,6,5,7,5,5,"Male",39.5,"Mixed/Multiple ethnic groups","0","Higher degree","HP21 7EY",10,"present","biodiversity"
"270",278,11527320373,257594245,"04/22/2020 02:27:20 PM","04/22/2020 02:36:20 PM","5c5eb5f38f58370001393878",0.5,0.25,0.25,"es-global_nudge","F",20,20,20,"It seems like a good initiative to attempt to repair the damage humans have caused.",1,20,0,6,20,6,15,"none","none",18,15,20,13,8,4,0,12,0,15,0,13,20,0,0,0,0,0,0,5,6,5,5,5,6,"Male",39.5,"White or Caucasian","0","Undergraduate degree","EH16 5XX",4,"present","es-global"
"271",279,11527320284,257594245,"04/22/2020 02:27:39 PM","04/22/2020 02:35:11 PM","5c28d36b6fbaed00010847a8",0,0.666666666666667,0.333333333333333,"biodiversity","A",15,14,10,"Rainforests are so important to wildlife and for the production of Oxygen, that we are dependent on.",0.7,20,6,10,19,5,15,"None","None",14,5,2,8,8,15,20,20,10,17,0,10,14,5,6,6,0,0,0,3,5,3,6,2,3,"Male",49.5,"White or Caucasian","0","Undergraduate degree","BN11 2ST",5,"absent","biodiversity"
"272",280,11527319980,257594245,"04/22/2020 02:27:27 PM","04/22/2020 02:34:34 PM","5c9ed757d254710012621dd2",0.333333333333333,0.666666666666667,0,"biodiversity_nudge","B",13,20,5,"nature is essential for us",0.5,16,19,11,17,11,11,"none","none",12,10,5,10,1,6,7,13,12,14,12,16,16,4,1,2,8,2,2,6,6,5,5,7,5,"Male",29.5,"Black/African/Caribbean/Black British","0","Higher degree","IG4 5DG",6,"present","biodiversity"
"273",281,11527319669,257594245,"04/22/2020 02:26:29 PM","04/22/2020 02:37:54 PM","5e96185ae3d45508abe19a36",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",16,18,10,"Felt compelled and motivated to help by the advertisement.",0.75,12,10,10,15,10,12,"none","Actual facts or figures on global rainforest destruction. Rough estimate of endangered species in East African National Park. Also referencing these data.",18,17,20,12,8,10,12,18,12,18,12,12,12,5,5,5,0,0,0,4,4,4,6,4,6,"Male",39.5,"Asian or Asian British","0","Undergraduate degree","DD1 3BR",8,"present","es-global"
"274",282,11527319184,257594245,"04/22/2020 02:25:57 PM","04/22/2020 02:36:14 PM","5b69832abd09a0000191a74d",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",13,17,50,"it is clearly worthwhile but I would like more information before donating more",0.5,1,10,1,17,1,2,"I am aware of the all issues in the text.","the actual area of the National Forest and the initial steps in restoring it",15,10,5,10,10,10,10,20,10,20,1,17,13,2,2,3,0,0,0,5,5,5,5,5,5,"Female",69.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","NR35 1TN",5,"absent","es-global"
"275",283,11527318804,257594245,"04/22/2020 02:27:12 PM","04/22/2020 02:41:20 PM","5e73847b56204e2e11640010",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",20,20,5,"It's a very worthy cause ",0.5,20,15,20,20,5,20,"None ","None",9,9,2,15,0,9,0,9,0,9,4,20,17,0,1,0,0,0,0,4,6,5,7,5,7,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","SE83PJ ",4,"present","es-global"
"276",284,11527318647,257594245,"04/22/2020 02:27:17 PM","04/22/2020 02:34:20 PM","57ea425e5b88f5000106bb9f",1,0,0,"es-global","E",4,13,0,"I prefer to donate to UK causes. ",0,0,0,0,10,0,3,"none","How the money would be used.  How trustworthy the charity is. ",14,10,1,2,15,20,6,13,0,13,0,12,7,4,11,6,0,0,0,3,6,2,6,2,2,"Male",49.5,"White or Caucasian","0","Undergraduate degree","PR9 9LS",5,"absent","es-global"
"277",285,11527318539,257594245,"04/22/2020 02:27:10 PM","04/22/2020 02:35:35 PM","593ead9ea514380001e5cf86",0.15,0.183333333333333,0.666666666666667,"es-local","C",13,20,5,"NEED MORE INFORMATION",0.55,10,10,6,10,10,3,"NONE","BUDGET REQUIRED,TIMESCALES,SPONSERHIP",17,18,12,3,18,10,19,20,10,20,16,18,20,0,0,0,13,0,0,3,4,5,4,5,5,"Female",59.5,"White or Caucasian","0","Undergraduate degree","MK15 9HZ",8,"absent","es-local"
"278",286,11527318517,257594245,"04/22/2020 02:27:15 PM","04/22/2020 02:30:26 PM","5e94035fe2ac9173a74e1a46",0.333333333333333,0.5,0.166666666666667,"es-global","E",13,14,50,"Because i am broke",1,15,15,7,5,8,8,"Uhxduennnhue","Nnnnehxndehifrchi",16,7,20,14,14,6,8,7,8,0,9,2,15,8,17,15,0,2,0,6,6,7,1,1,5,"Male",21,"Asian or Asian British","0","Undergraduate degree","E1 5ER",3,"absent","es-global"
"279",287,11527318361,257594245,"04/22/2020 02:26:34 PM","04/22/2020 02:43:35 PM","5c50c17da7761b00014a17d5",0.333333333333333,0.233333333333333,0.433333333333333,"es-global","E",13,12,0,"Not enough information especially about what local people in east africa want/need. Can you really restore rainforest? Why aren't the logging companies being made to pay? Who is running this and what exactly are they doing? Admin costs? Information is far too lacking for me to want to donate. ",0,5,7,0,17,0,0,"i was wondering where the rain forests are in east africa as  think of it as savannah (I could be wrong - Africa is a big place). Also I am not familiar with the l'hoest monkey so i suspect the advert is not a real one.","Something about the organisation asking for money, how they operate, what the local population think about it, risk factors, how will success be measured - all sorts of things to convince me my money will actually help to achieve the aim",12,10,0.01,10,8,12,0,19,10,9,8,18,20,7,6,1,0,0,0,5,6,5,7,7,3,"Female",59.5,"White or Caucasian","0","Undergraduate degree","N5 2QT",5,"absent","es-global"
"280",288,11527317852,257594245,"04/22/2020 02:26:47 PM","04/22/2020 02:32:04 PM","5e1e26bc677d6f1913ec0111",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",11,10,0,"I couldn't afford to.",0.12,16,5,3,20,8,3,"none","none",11,12,4,13,9,14,0,3,0,3,0,17,15,2,1,2,0,0,0,6,6,3,5,4,6,"Male",49.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","IV2 3XA",3,"present","es-global"
"281",289,11527316237,257594245,"04/22/2020 02:26:09 PM","04/22/2020 02:40:14 PM","5be4c6f601b0c8000191b115",0.333333333333333,0.333333333333333,0.333333333333333,"es-global_nudge","F",20,20,0,"no money to spare at the moment",1,20,10,10,20,10,20,"none","none",20,10,1,18,10,20,20,20,10,17,2,18,10,10,15,10,0,0,0,6,6,4,6,6,6,"Male",59.5,"White or Caucasian","0","None of the above","WF1 3AE",1,"present","es-global"
"282",290,11527315964,257594245,"04/22/2020 02:25:45 PM","04/22/2020 02:38:30 PM","5e8eee2c7925131a62e2262b",0.166666666666667,0.5,0.333333333333333,"biodiversity_nudge","B",15,19,0,"If I was to donate to a charity, in the first instance I would choose a charity supporting vulnerable people in the UK ",0.1,0,0,0,14,0,15,"A combination of existing knowledge from the media and my own knowledge","The actual East African country",12,3,2,16,5,8,12,20,12,20,1,20,18,0,0,0,1,0,0,6,2,4,2,4,6,"Male",59.5,"White or Caucasian","0","Higher degree","B73 6PL",10,"present","biodiversity"
"283",291,11527315783,257594245,"04/22/2020 02:26:23 PM","04/22/2020 02:33:26 PM","5c4dca51d88cb40001d09b6b",0.166666666666667,0.333333333333333,0.5,"biodiversity_nudge","B",16,18,5,"its a worthwhile cause, protecting endangered species and providing more forestry. ",0.2,16,9,2,16,10,14,"Already aware of the negative impact of commercial deforestation and think reversing it is very important","none",11,8,5,11,6,6,11,16,7,14,1,17,17,3,3,2,4,0,0,5,6,6,6,6,6,"Male",49.5,"White or Caucasian","0","Higher degree","PH4 1QF",7,"present","biodiversity"
"284",292,11527314588,257594245,"04/22/2020 02:26:01 PM","04/22/2020 02:35:45 PM","5d689a902f681900013739e2",0.666666666666667,0.166666666666667,0.166666666666667,"es-global_nudge","F",20,20,0,"I am already struggling to live.",0.5,20,0,20,20,0,20,"none","none",20,20,10,12,9,7,0,0,0,0,20,20,20,0,13,0,0,0,0,1,7,6,7,2,6,"Male",29.5,"Asian or Asian British","0","O-level/GCSE or equivalent including vocational equivalents","SO18 3RP",6,"present","es-global"
"285",293,11527314536,257594245,"04/22/2020 02:25:45 PM","04/22/2020 02:31:56 PM","5e10fb772e47257c16e19607",0.25,0.5,0.25,"biodiversity","A",16,14,10,"I WILL PROBABLY NEVER VISIT THE PLACE",0.1,14,14,12,9,11,12,"NONE","NONE",18,16,5,13,6,11,14,7,6,9,10,11,12,12,10,7,0,0,0,2,5,2,6,6,6,"Male",29.5,"Asian or Asian British","0","Undergraduate degree","GL52 6BD",9,"absent","biodiversity"
"286",294,11527313502,257594245,"04/22/2020 02:24:54 PM","04/22/2020 02:41:05 PM","5e5c41c4b22d9d42b78b2ebf",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity","A",20,20,10,"The environment is of particular interest to me so any organisation working in that arena would gain  my attention. I have been to Africa several times so this project was of interest.",1,20,17,20,20,12,14,"The advert does work on its own merits. I trained as a graphic designer and also worked in Marketing so the message is powerfully conveyed. However, having been to Africa and see animals up close plus hearing any terrible stories about animals being hunted and killed (both for pleasure and export to markets like China) I feel I would like to support this if I can.","I'm thinking Kenya when I see the image but maybe wrong. Perhaps a link to more information would be useful. E.g, for more information on our work visit www.rainforestrescue.com where you will see 1800  newly planted trees plus our volunteers working with l'hoest monkeys and elephants. Then more information in exactly what the campaign entails and what funds are required. The ad simply needs to attract attention. Those who wish to know more can then do so.",9,11,5,13,9,7,3,0,0,0,20,20,16,3,2,0,0,0,0,5,5,5,7,6,5,"Male",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","SN25 1TQ",8,"absent","biodiversity"
"287",295,11527313272,257594245,"04/22/2020 02:25:29 PM","04/22/2020 02:37:35 PM","5cc2007449ac7b0017671edf",0.333333333333333,0.666666666666667,0,"es-global","E",14,19,50,"It is an important cause that has goals that are beneficial to both my local community and the global community.",0.5,15,1,0,15,2,15,"I am aware that equatorial rainforests are the ""lungs"" of the planet and I know that these forests are vital to the continued existence of life on this planet.","none",17,17,25,15,6,14,7,18,1,16,20,20,9,6,11,5,1,0,0,3,2,1,2,3,1,"Male",49.5,"White or Caucasian","0","Undergraduate degree","LN1 2HW",9,"absent","es-global"
"288",296,11527313187,257594245,"04/22/2020 02:25:30 PM","04/22/2020 02:34:17 PM","57ad7127e647190001267110",0,0,1,"biodiversity","A",12,20,0,"I have limited funds I can give so choose my charity carefully for max benefit",0,15,1,1,20,0,0,"none","financial details of donations",15,15,3,8,7,20,0,20,3,20,0,15,13,3,3,0,0,0,0,6,5,3,5,3,6,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NG9 1PD",4,"absent","biodiversity"
"289",297,11527311967,257594245,"04/22/2020 02:25:10 PM","04/22/2020 02:37:18 PM","59f99e8305d1d60001f1484b",0.333333333333333,0.333333333333333,0.333333333333333,"es-local","C",18,20,10,"It's a good cause, the campaign is clear about what it's aims are so i would be happy to contribute £10 to it.",1,20,15,19,18,13,20,"none","would have liked to know more details of what they are planning to do with funds raised",17,12,5,19,2,10,18,20,10,20,15,20,20,0,0,0,0,0,0,4,5,5,7,7,7,"Male",49.5,"White or Caucasian","0","Undergraduate degree","SN15 2AL",10,"absent","es-local"
"290",298,11527311827,257594245,"04/22/2020 02:24:38 PM","04/22/2020 02:39:15 PM","5ace11dc35eccf0001a115fe",0.416666666666667,0.416666666666667,0.166666666666667,"es-local","C",14,20,10,"We need to somehow reduce logging and restore the missing forests.",0.3,10,5,12,10,12,13,"None","Maybe the size of the area that is being restored.",13,11,5,13,6,4,2,8,2,8,2,18,16,4,4,3,0,0,0,6,3,6,6,4,6,"Male",59.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","NE9 7UD",5,"absent","es-local"
"291",299,11527311586,257594245,"04/22/2020 02:24:24 PM","04/22/2020 02:39:57 PM","5b9f83ced3cdbf00014dc00b",0.333333333333333,0.333333333333333,0.333333333333333,"biodiversity","A",15,20,10,"It is important work",0.1,11,8,10,18,3,8,"I know that rainforests are in danger all over the worls","More details om the process of restoration",12,10,3,10,9,6,8,12,1,11,0,17,17,2,0,0,2,0,0,6,6,6,7,7,5,"Male",49.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","CH44 2HE",1,"absent","biodiversity"
"292",300,11527311053,257594245,"04/22/2020 02:24:41 PM","04/22/2020 02:33:28 PM","59ff8226ab721b0001ef6e61",0.833333333333333,0.166666666666667,0,"biodiversity_nudge","B",18,20,20,"Wildlife environments needs protecting all over the world.",0.2,20,7,14,20,10,12,"none","More info on how it is going to achieve the goal, perhaps through a link/website.",11,9,2,11,4,9,8,20,5,20,0,20,15,0,0,0,1,1,1,6,5,2,7,7,5,"Male",39.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","LS27 0NG",7,"present","biodiversity"
"293",301,11527310549,257594245,"04/22/2020 02:23:12 PM","04/22/2020 02:41:06 PM","5cee4a172674040001d07c5b",0.333333333333333,0.5,0.166666666666667,"biodiversity_nudge","B",14,17,10,"Rain forests are important not only for wildlife, but for weather, water, combatting pollution,  these are important issues for everyone.",0.3,12,8,11,13,5,8,"Things I have read in emails from groups which I support, eg friends of the earth, Greenpeace, etc. ","Who ‘we’ are, where based, who manages etc ",15,6,10,13,8,15,17,17,13,19,2,13,7,2,2,3,0,0,0,3,5,6,7,5,5,"Female",69.5,"White or Caucasian","0","Undergraduate degree","NE46 4HX",5,"present","biodiversity"
"294",302,11527309505,257594245,"04/22/2020 02:24:36 PM","04/22/2020 02:31:08 PM","5d838a08ff957a001cfb9d27",0.166666666666667,0.666666666666667,0.166666666666667,"es-global_nudge","F",15,15,10,"It’s a good cause ",0.75,13,5,4,15,3,12,"None","None",12,11,5,8,8,13,15,17,7,15,2,14,5,8,11,8,0,0,0,6,2,3,6,4,2,"Male",49.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","CW1 4PZ",10,"present","es-global"
"295",303,11527309370,257594245,"04/22/2020 02:24:35 PM","04/22/2020 02:33:54 PM","5c9faaa70f85c600017e3e08",0.333333333333333,0.333333333333333,0.333333333333333,"es-global","E",13,18,0,"generally I don't make random donations.  If approached I might",0,4,0,0,10,2,16,"none","none",19,19,2,0,8,8,1,19,4,20,0,18,18,2,12,8,0,0,0,5,3,2,5,6,3,"Male",39.5,"White or Caucasian","0","O-level/GCSE or equivalent including vocational equivalents","SN12 6FP",5,"absent","es-global"
"296",304,11527308731,257594245,"04/22/2020 02:23:15 PM","04/22/2020 02:34:17 PM","5e1e5c3c80e02e1c36679187",0.166666666666667,0.416666666666667,0.416666666666667,"es-global","E",20,20,2,"I am extremely poor so £2 is all I could afford, but I support the cause as much as I can afford - which unfortunately is very little.",0.2,16,12,12,13,15,14,"I know that restoring rainforest is possible, as it has been done in a limited way in Central America and in India.","I'd have liked to know what methods were being used to restore the rainforest.",17,14,7,11,9,8,0,0,0,0,0,20,17,2,6,0,0,0,0,2,6,5,7,6,7,"Female",59.5,"White or Caucasian","0","Undergraduate degree","FK1 3EJ",2,"absent","es-global"
"297",305,11527307246,257594245,"04/22/2020 02:23:52 PM","04/22/2020 02:32:38 PM","5c9234b55df79a001654ae8a",0,1,0,"es-local_nudge","D",4,10,0,"i believe each country should deal with its issues",0,2,0,0,6,2,13,"various media sources","none",13,10,5,6,7,17,7,13,1,17,4,13,13,2,3,3,2,0,0,1,3,2,5,6,2,"Female",69.5,"White or Caucasian","0","A-level or equivalent including vocational equivalents","DE561JD",7,"present","es-local"
